ID_ATIV_ECON_ESTABELECIMENTO,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA,GEOMETRIA,CDB,COORDS
260251,5611201.0,25-06-2020,NÃO,"AVENIDA SOLFERINA RICCI PACE, 281, CONJUNTO JATOBA, BELO HORIZONTE, MG, BRASIL",RICARDO ALVES DE SOUZA 11855666863,KERUPIZZA,POINT (599977.20 7787750.35),0,
260884,5611205.0,01-07-2020,NÃO,"RUA DULCE MARIA, 388, IPIRANGA, BELO HORIZONTE, MG, BRASIL",CARLOS LEONARDO BRANDAO 09157277656,BASE ESPETARIA,POINT (611867.61 7801298.72),0,"-19.8810385, -43.9316337"
261515,5611201.0,07-07-2020,NÃO,"RUA SERRA GERAL, 71, RIBEIRO DE ABREU, BELO HORIZONTE, MG, BRASIL",FABIO ALVES ROCHA 06572047652,BAR DO FABINHO E RESTAURANTE,POINT (615171.98 7807734.81),0,"-19.8231787, -43.9000257"
262150,5611201.0,13-07-2020,NÃO,"RUA PINTORA TARCILA, 42, NOVO TUPI, BELO HORIZONTE, MG, BRASIL",SAMARA RENATA SANTOS DE OLIVEIRA 10029730660,GOOD POINT LANCHES,POINT (614339.13 7806299.12),0,"-19.8360823, -43.9080751"
262157,5611201.0,13-07-2020,NÃO,"AVENIDA NENEM LARA ROCHA, 10, SERRA VERDE, BELO HORIZONTE, MG, BRASIL",MARIA DE JESUS AMARANTE LIMA 88415384300,MARMITEX DA MARIA COMIDA CASEIRA,POINT (609350.81 7810124.10),0,"-19.8019783, -43.9556194"
262473,5611201.0,15-07-2020,SIM,"RUA MANGARATIBA, 273, SAO GERALDO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE SABOR EM FAMILIA LTDA,SABOR EM FAMILIA,POINT (614919.65 7799194.93),0,"-19.8997465, -43.9020946"
262781,5611201.0,17-07-2020,NÃO,"RUA CORONEL CAMISAO, 441, OESTE, BELO HORIZONTE, MG, BRASIL",SILVANIA DA SILVA 87329476668,CANTINA VOVO SIL,POINT (604134.06 7795189.45),0,"-19.9373805, -44.0032912"
263092,5611201.0,21-07-2020,SIM,"RUA JOAQUIM DE FIGUEIREDO, 176, BARREIRO, BELO HORIZONTE, MG, BRASIL",REFEICOES FLV LTDA,TOMATE GRILL,POINT (602852.63 7791040.56),0,
263100,5611201.0,21-07-2020,NÃO,"RUA DOS TIMBIRAS, 3500, BARRO PRETO, BELO HORIZONTE, MG, BRASIL","RESTAURANTE, LANCHONETE E ESTACIONAMENTO VOVO MARIQUINHA LTDA",ESTACIONAMENTO RESTAURANTE E LANCHONETE VOVO MARIQUINHA,POINT (609306.10 7796732.63),0,"-19.9243860, -43.9492070"
263101,5611201.0,21-07-2020,SIM,"AVENIDA DOM ORIONE, 116, SAO LUIZ, BELO HORIZONTE, MG, BRASIL",ALL MAR RESTAURANTE LTDA,ESTABELECIMENTO SEM NOME,POINT (607093.68 7803321.06),0,"-19.8635353, -43.9773971"
263413,5611201.0,23-07-2020,NÃO,"RUA COMENDADOR WIGG, 321, SAO TOMAZ, BELO HORIZONTE, MG, BRASIL",BERENICE RODRIGUES DE SOUZA 76145344687,SABOR REAL,POINT (610033.21 7805341.45),0,"-19.8418777, -43.9497671"
259649,5611201.0,19-06-2020,NÃO,"AVENIDA MIGUEL PERRELA, 720, CASTELO, BELO HORIZONTE, MG, BRASIL",SARA PEREIRA RODRIGUES 04544280656,MR. BURGUER,POINT (605210.21 7801872.06),0,"-19.8755740, -43.9945389"
259954,5611201.0,23-06-2020,SIM,"RUA JOSE LINS DO REGO, 900, TUPI B, BELO HORIZONTE, MG, BRASIL",EDUARDO LUIZ FERREIRA DE SOUZA 03260679650,MASTER FOOD DELIVERY,POINT (613063.35 7806180.77),0,"-19.8362187, -43.9186655"
260284,5611201.0,25-06-2020,SIM,"RUA EMILIA ALVES DO VALE, 10, ESTRELA DO ORIENTE, BELO HORIZONTE, MG, BRASIL",RESTAURANTE DO DAY LTDA,BOLOTAS RESTAURANTE,POINT (605638.33 7792294.76),0,"-19.9648313, -43.9886091"
260592,5611201.0,29-06-2020,SIM,"AVENIDA PRESIDENTE TANCREDO NEVES, 4273, CASTELO, BELO HORIZONTE, MG, BRASIL",ESPETO CASTELO RESTAURANTE LTDA,ESPETO CASTELO,POINT (605431.51 7801602.58),0,"-19.8938128, -43.9932000"
260597,5611201.0,29-06-2020,SIM,"RUA FRANCISCO MANOEL DA SILVA, 500, HAVAI, BELO HORIZONTE, MG, BRASIL",NATURAL.MENTE RESTAURANTE E COZINHA LTDA,NATURAL.MENTE RESTAURANTE,POINT (607399.49 7791902.89),0,"-19.9642085, -43.9733007"
260904,5611205.0,01-07-2020,NÃO,"RUA ACACIO COSTA JUNIOR, 259, JULIANA, BELO HORIZONTE, MG, BRASIL",ARLINDO TEIXEIRA DA COSTA 63719053687,BAR E RESTAURANTE ARLINDO,POINT (610679.39 7808111.67),0,"-19.8204521, -43.9432250"
260915,5611204.0,01-07-2020,NÃO,"RUA JOSE ISABEL DO NASCIMENTO, 173, NOVO AARAO REIS, BELO HORIZONTE, MG, BRASIL",JOSE PEDRO BICALHO 02937887660,BOA OPCAO,POINT (614510.81 7805944.11),0,"-19.8395640, -43.9070564"
261224,5611201.0,03-07-2020,NÃO,"RUA DONA LALA FERNANDES, 739, MILIONARIOS, BELO HORIZONTE, MG, BRASIL",LAMONE FERNANDES DOS SANTOS 14042124690,LAMONNY BURGUER,POINT (604567.30 7790707.68),0,"-19.9786318, -44.0026409"
261534,5611204.0,07-07-2020,SIM,"AVENIDA MEM DE SA, 521, PARAISO, BELO HORIZONTE, MG, BRASIL",JOAO LEANDRO RODRIGUES FERREIRA 06376905676,CANTINHO DO SABOR JJ,POINT (613944.77 7796827.15),0,"-19.9282147, -43.9088306"
262487,5611205.0,15-07-2020,NÃO,"RUA MUSICAL, 37, SANTANA DO CAFEZAL, BELO HORIZONTE, MG, BRASIL",CRISTIANO HUMBERTO OLIVEIRA 08081949682,BAR DO CRISTIANO,POINT (614193.41 7795262.91),0,"-19.9356418, -43.9088751"
262496,5611201.0,15-07-2020,NÃO,"RUA PRINCIPAL, 303, VILA BARRAGEM SANTA LUCIA, BELO HORIZONTE, MG, BRASIL",PEDRO AUGUSTO PEREIRA ALVES 15128114678,RESTAURANTE PRINCIPAL,POINT (610464.24 7793420.25),0,"-19.9510696, -43.9457042"
263120,5611201.0,21-07-2020,NÃO,"RUA XANGRILA, 126, BRAUNAS, BELO HORIZONTE, MG, BRASIL",MARISA CARVALHO GARCIA 02742334602,PARADA DO FRANGO,POINT (603379.27 7804805.13),0,
259672,5611201.0,20-06-2020,NÃO,"AVENIDA DOM JOAO VI, 1780, PALMEIRAS, BELO HORIZONTE, MG, BRASIL",PATRICIA RAMALHO SANTOS 12272578640,PATRICIA RAMALHO,POINT (606849.93 7791307.31),0,"-19.9709786, -43.9794685"
260301,5611201.0,25-06-2020,NÃO,"RUA CORONEL OTAVIO DINIZ, 490, PARAISO, BELO HORIZONTE, MG, BRASIL",KEVIN DAVID SIMAO 11744548650,LANCHE EM FAMILIA SIMAOMG,POINT (614375.30 7797185.99),0,"-19.9149463, -43.9072982"
260306,5611201.0,25-06-2020,NÃO,"RUA GRANADA, 99, COLEGIO BATISTA, BELO HORIZONTE, MG, BRASIL",ELZILEI FRANCISCO CRUZ 02787600662,FAMILIA CRUZ DE ALIMENTOS,POINT (611001.72 7798469.25),0,"-19.9071420, -43.9396795"
262518,5611205.0,15-07-2020,NÃO,"RUA PAULA BROCHADO FRANCA, 52, DOM SILVERIO, BELO HORIZONTE, MG, BRASIL",MIKAELE JENNIFER DAS GRACAS DE MIRANDA 12720545600,ESPETERIA OBA,POINT (614523.07 7804244.58),0,"-19.8545925, -43.9055407"
262827,5611201.0,18-07-2020,NÃO,"RUA DOM SILVERIO GOMES PIMENTA, 185, BEIRA LINHA, BELO HORIZONTE, MG, BRASIL",CARLOS ROBERTO DE ANDRADE JUNIOR 13916510657,JUNIOR LTDA,POINT (615311.31 7805373.93),0,"-19.8455401, -43.9003300"
264094,5611201.0,29-07-2020,NÃO,"RUA VASSOURAS, 182, BOM JESUS, BELO HORIZONTE, MG, BRASIL",POLIANA BORBA ESTANISLAU 01596879696,BOM PALADAR,POINT (609637.25 7799659.20),0,"-19.8962984, -43.9527625"
259682,5611201.0,20-06-2020,NÃO,"RUA ARAGUA, 86, DOM BOSCO, BELO HORIZONTE, MG, BRASIL",GULLIT CESAR DA SILVA 11995967602,AG ALIMENTICIA,POINT (604739.29 7798302.91),0,"-19.9086603, -44.0004393"
260009,5611201.0,23-06-2020,NÃO,"RUA LEDA PINHEIRO CHAGAS, 139, PALMEIRAS, BELO HORIZONTE, MG, BRASIL",JEFERSON ROBERTO DOS SANTOS PAULINO 12438141603,BIG HOUSE BAR E RESTAURANTE,POINT (606680.51 7790561.97),0,"-19.9785561, -43.9811058"
260010,5611201.0,23-06-2020,NÃO,"RUA DESEMBARGADOR PAULO MOTA, 1350, OURO PRETO, BELO HORIZONTE, MG, BRASIL",CELIA TEIXEIRA DIAS 00013600605,COMER BEM QUE MAL TEM COMIDAS FITNESS,POINT (606489.02 7801133.06),0,"-19.8844311, -43.9827441"
260319,5611205.0,25-06-2020,NÃO,"BECO DA PAZ, 377, ALTA TENSAO I, BELO HORIZONTE, MG, BRASIL",NILZA RODRIGUES CAMARGOS 03094900658,A CAIDEIRA BEERR,POINT (604993.38 7791451.44),0,
260627,5611204.0,29-06-2020,NÃO,"RUA DAS PETUNIAS, 680, LINDEIA, BELO HORIZONTE, MG, BRASIL",JOSE CANDIDO LEONCIO 61925292649,BAR ROSA,POINT (598911.77 7791090.72),0,"-19.9750394, -44.0465208"
261266,5611205.0,03-07-2020,NÃO,"AVENIDA AMERICO VESPUCIO, 1072, APARECIDA SETIMA SECAO, BELO HORIZONTE, MG, BRASIL",SILVANIA LIBERATA DOS SANTOS 02984604679,BUB'S LANCHE,POINT (608918.50 7799988.75),0,"-19.8947225, -43.9602169"
261900,5611204.0,09-07-2020,NÃO,"RUA FLOR DE ALECRIM, 278, PINDORAMA, BELO HORIZONTE, MG, BRASIL",MARY SOARES DO NASCIMENTO 03114574602,COMUNIDADE DO ESPETO,POINT (602324.74 7797381.56),0,"-19.9151524, -44.0234748"
264113,5611205.0,29-07-2020,SIM,"AVENIDA FRANCISCO SALES, 127, FLORESTA, BELO HORIZONTE, MG, BRASIL",ANA CAROLINA PACHECO GONCALVES,YANA ESPACO CULTURAL E GASTRONOMICO,POINT (611850.73 7797416.00),0,"-19.9163644, -43.9313045"
259707,5611204.0,21-06-2020,SIM,"RUA RIO CASCA, 185, CARLOS PRATES, BELO HORIZONTE, MG, BRASIL",37.477.888 DAVID RAMOS DOS SANTOS,QUALLYBEEF,POINT (609314.20 7797714.13),0,"-19.9162653, -43.9570492"
260021,5611201.0,23-06-2020,NÃO,"RUA GERALDO SILVA, 159, RIO BRANCO, BELO HORIZONTE, MG, BRASIL",EDGAR DE SOUZA MARCELINO 53197810678,BAR DO SAPAO,POINT (606549.57 7808713.84),0,"-19.8162291, -43.9850346"
260340,5611204.0,25-06-2020,NÃO,"RUA DORVALINA DE CARVALHO REZENDE, 130, SAO JOAO BATISTA, BELO HORIZONTE, MG, BRASIL",MARIA LUCIA DE SOUZA 03871899631,GULOSAO BURGUER,POINT (608842.66 7808248.52),0,"-19.8187355, -43.9608524"
260348,5611204.0,25-06-2020,NÃO,"RUA GERALDO FERREIRA DE ABREU, 383, JARDIM GUANABARA, BELO HORIZONTE, MG, BRASIL",HENRIQUE LEITE BRUNO DA SILVA 02011059690,THE BEST,POINT (611203.49 7807713.69),0,"-19.8248143, -43.9366693"
260966,5611201.0,01-07-2020,NÃO,"BECO DAS ANTENAS, 17, VILA MANGUEIRAS, BELO HORIZONTE, MG, BRASIL",SAMARA CRISTINA AZEVEDO DAMASCENA 70600525694,PARADA DO CALDO,POINT (600719.93 7786515.03),0,"-20.0158964, -44.0369706"
261597,5611205.0,07-07-2020,NÃO,"RUA OURO PRETO, 64, BARRO PRETO, BELO HORIZONTE, MG, BRASIL",GIULIA S MENDES,REFEICOES DA GIU,POINT (609939.50 7797192.06),0,"-19.9215955, -43.9503073"
261605,5611201.0,07-07-2020,NÃO,"RUA ARISTOTELES CALDEIRA, 604, BARROCA, BELO HORIZONTE, MG, BRASIL",MARIANE CAROLINE LACERDA LIMA 04578034526,TOP GRILL,POINT (608214.03 7795674.42),0,"-19.9354985, -43.9650709"
262241,5611201.0,13-07-2020,NÃO,"RUA DOS TOUREIROS, 93, JULIANA, BELO HORIZONTE, MG, BRASIL",CLEITON PAULO DE FARIAS 09493969665,FAMILIA FARIAS,POINT (610987.78 7808536.48),0,"-19.8163561, -43.9390331"
263490,5611201.0,24-07-2020,SIM,"AVENIDA OTACILIO NEGRAO DE LIMA, 17230, JARDIM ATLANTICO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE MALARD LTDA,ESTABELECIMENTO SEM NOME,POINT (607675.87 7805052.64),0,"-19.8466261, -43.9668874"
263806,5611201.0,27-07-2020,SIM,"RUA BACO, 17, CENACULO, BELO HORIZONTE, MG, BRASIL",37.874.489 INGRID MYCHELLE DE JESUS COSTA REIS,RESTAURANTE CHEF MIMI,POINT (608484.88 7809285.62),0,"-19.8091313, -43.9641124"
264421,5611201.0,31-07-2020,SIM,"RUA MAJOR LOPES, 376, SAO PEDRO, BELO HORIZONTE, MG, BRASIL",SAO PEDRO ALIMENTACAO LTDA,PROJETO SABOR DELIVERY,POINT (611405.28 7794443.75),0,"-19.9416598, -43.9364685"
260357,5611204.0,25-06-2020,NÃO,"RUA GUILHERME PINTO DA FONSECA, 211, MADRE GERTRUDES, BELO HORIZONTE, MG, BRASIL",LUANA APARECIDA DA SILVA ALVES DE OLIVEIRA 07486895676,ESQUINAO BAR,POINT (604209.12 7793985.81),0,"-19.9492149, -44.0045739"
260680,5611201.0,29-06-2020,NÃO,"RUA EDGAR BISPO DOS SANTOS, 121, NOVO AARAO REIS, BELO HORIZONTE, MG, BRASIL",THIAGO LUIS MARQUES BRASIL 06994311660,DELICIAS ROSABRASIL,POINT (614184.53 7805562.71),0,"-19.8435664, -43.9100523"
262253,5611201.0,13-07-2020,NÃO,"RUA JOAQUIM GONCALVES PIMENTA, 788, CAMARGOS, BELO HORIZONTE, MG, BRASIL",CHURRASCARIA DO CHXICO LTDA,CHXICO DO CHURRASCO,POINT (602240.13 7795036.48),0,"-19.9386628, -44.0221842"
263195,5611201.0,06-12-2021,SIM,"AVENIDA GUARAPARI, 1000, SANTA AMELIA, BELO HORIZONTE, MG, BRASIL",BH JAPAS SUSHI LTDA,MAICON JAPA DELIVERY,POINT (607198.98 7806201.73),0,"-19.8460286, -43.9765992"
263499,5611201.0,24-07-2020,SIM,"RUA WALTER DINIZ CAMARGOS, 213, JAQUELINE, BELO HORIZONTE, MG, BRASIL",DANIEL ANDERSON GOMES PINTO,GOURMETERIA DO CHEFF,POINT (610571.72 7810275.11),0,
263513,5611201.0,24-07-2020,NÃO,"RUA SALUTARES, 191, SAO LUCAS, BELO HORIZONTE, MG, BRASIL",ROSILEIDE DAS GRACAS DE OLIVEIRA 51891816691,ESTABELECIMENTO SEM NOME,POINT (613210.01 7795581.03),0,"-19.9334131, -43.9184285"
264156,5611201.0,30-07-2020,SIM,"RUA CAMILO DE BRITO, 645, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE CANTINHO CASEIRO LTDA,CANTINHO CASEIRO,POINT (605726.73 7797957.32),0,"-19.9121543, -43.9871118"
260693,5611204.0,29-06-2020,NÃO,"RUA APORE, 483, APARECIDA, BELO HORIZONTE, MG, BRASIL",ANISIA MARIA DO CARMO TANECO 50953222691,ESPETARIA APORE,POINT (609532.09 7800469.56),0,"-19.8893614, -43.9544632"
261318,5611201.0,04-07-2020,NÃO,"RUA TIGRE, 401, SAO SALVADOR, BELO HORIZONTE, MG, BRASIL",GERALDO ANGELO DA SILVA JUNIOR 07098563692,GB,POINT (603282.44 7799993.81),0,"-19.8934385, -44.0126933"
261320,5611201.0,04-07-2020,NÃO,"RUA MARCELINO PEREIRA DE SOUZA, 3, LETICIA, BELO HORIZONTE, MG, BRASIL",DANIEL MARCOS ROCHAEL DAVID 11982639628,DANIEL MARCOS ROCHAEL DAVID,POINT (607160.67 7809544.78),0,"-19.8076795, -43.9769567"
261332,5611201.0,05-07-2020,NÃO,"RUA JOAO BATISTA BELFI, 440, BRASIL INDUSTRIAL, BELO HORIZONTE, MG, BRASIL",JESSICA GALDINA TORRES 10023439688,SEU COSTELA BURGUER,POINT (602585.27 7788394.52),0,"-19.9978719, -44.0173543"
261647,5611205.0,08-07-2020,NÃO,"RUA DOS PINTASSILGOS, 43, VILA CLORIS, BELO HORIZONTE, MG, BRASIL",KLEBER GERALDO LOPES 04027053605,PASTEL E CIA,POINT (610006.24 7807334.35),0,"-19.8268435, -43.9494322"
261952,5611204.0,10-07-2020,NÃO,"RUA REGINA OTHILIA DOS SANTOS, 227, JARDIM FELICIDADE, BELO HORIZONTE, MG, BRASIL",MANOEL MARQUES JARDIM 07159252616,BAR JARDIM,POINT (612142.16 7807058.92),0,"-19.8294148, -43.9292154"
261957,5611201.0,10-07-2020,NÃO,"RUA JOAQUIM ANACLETO DA CONCEICAO, 135, TEIXEIRA DIAS, BELO HORIZONTE, MG, BRASIL",FRANCISCO ALVES DE ALMEIDA JUNIOR 12127855760,EMPADAO CAPIXABA,POINT (602953.49 7789260.36),0,"-19.9905016, -44.0159828"
262262,5611201.0,13-07-2020,NÃO,"RUA ANTONIO BANDEIRA, 1035, TUPI B, BELO HORIZONTE, MG, BRASIL",LIDIANE MONTEIRO BEZERRA 00452701120,PEDRO M REZENDE,POINT (613588.79 7806282.00),0,"-19.8367788, -43.9153957"
262264,5611201.0,13-07-2020,NÃO,"RUA PARAMIRIM, 73, BONSUCESSO, BELO HORIZONTE, MG, BRASIL",DIOGO JOSE MARINHO APOLINARIO 13401616641,DI LANCHES,POINT (605511.31 7790130.09),0,"-19.9815671, -43.9895793"
262281,5611201.0,14-07-2020,SIM,"RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 10820, JOAO PINHEIRO, BELO HORIZONTE, MG, BRASIL",COMERCIO DE ALIMENTOS E BEBIDAS OLIVEIRA TORRES LTDA,ESTABELECIMENTO SEM NOME,POINT (604352.04 7796760.62),0,
262583,5611201.0,16-07-2020,NÃO,"RUA VAGNER DA SILVA MARQUES, 223, JARDIM FELICIDADE, BELO HORIZONTE, MG, BRASIL",PATRICK BARBOSA DE ANDRADE 11172660603,PATRICK BARBOSA,POINT (612115.78 7807821.90),0,
262907,5611201.0,20-07-2020,SIM,"RUA PADRE EUSTAQUIO, 1972, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",ALEXANDRE LIBERATO DE CASTRO DIAS 51951886615,AMA LANCHES,POINT (607696.78 7797589.55),0,"-19.9174447, -43.9776856"
263209,5611204.0,22-07-2020,SIM,"RUA JOSE ALVES DOS REIS, 40, SAO BERNARDO, BELO HORIZONTE, MG, BRASIL",37.812.335 WAGNER PRADO SILVA,BAR DO WAGNER,POINT (610652.42 7805242.40),0,"-19.8464862, -43.9424324"
263214,5611201.0,22-07-2020,NÃO,"RUA DA SE, 128, ITAIPU, BELO HORIZONTE, MG, BRASIL",REGINALDO NOGUEIRA DE SOUSA 11364992612,REGINALDO NOGUEIRA DE SOUSA 11364992612,POINT (599306.74 7788903.15),0,"-19.9937417, -44.0497293"
263843,5611204.0,28-07-2020,NÃO,"RUA SEBASTIAO FERNANDES BRANDAO, 200, CALIFORNIA, BELO HORIZONTE, MG, BRASIL",MARIA DE LOURDES FREITAS SANTANA 05774914666,ESPETINHO DO VELHO BOY,POINT (603335.57 7796206.04),0,"-19.9285659, -44.0119430"
223809,5611201.0,09-07-2019,NÃO,"RUA EXPEDICIONARIO SEBASTIAO PIRES, 201, ITATIAIA, BELO HORIZONTE, MG, BRASIL",RENATO LUIZ DE AZEVEDO 05966099650,HOT DOG DO RENATAO,POINT (603346.50 7802826.81),0,"-19.8685318, -44.0128439"
219033,5611201.0,27-05-2019,SIM,"RUA WALDOMIRO LOBO, 305, AARAO REIS, BELO HORIZONTE, MG, BRASIL",RESTAURANTE & CERVEJARIA CHAPA MAGICA LTDA,CHAPA MÁGICA,POINT (612916.79 7805264.54),80,"-19.8441193, -43.9242894"
219679,5611204.0,31-05-2019,NÃO,"RUA BALSAMAR, 260, JARAGUA, BELO HORIZONTE, MG, BRASIL",ANA MARIA CARLOS VIEIRA 70975078615,ESTABELECIMENTO SEM NOME,POINT (609691.77 7803973.24),0,"-19.8582416, -43.9527178"
220953,5611201.0,12-06-2019,NÃO,"RUA AMERICO MARTINS DA COSTA, 343, MINASLANDIA, BELO HORIZONTE, MG, BRASIL",CAMILA CONCEICAO DE OLIVEIRA 11306739608,SUBLIME SABOR,POINT (612267.06 7804279.78),0,"-19.8526533, -43.9271284"
221599,5611201.0,18-06-2019,NÃO,"RUA NIZIO TORRES, 25, OURO PRETO, BELO HORIZONTE, MG, BRASIL",MATILDES MARIA DOS SANTOS 48382469191,RESTAURANTE DA AVS TICA,POINT (606404.20 7800778.65),0,"-19.8859625, -43.9856413"
140429,5611204.0,27-10-2014,SIM,"RUA JOAO ANTONIO CARDOSO, 82, OURO PRETO, BELO HORIZONTE, MG, BRASIL",DIVINO ESPETO LTDA,ESTABELECIMENTO SEM NOME,POINT (606491.32 7802425.87),0,"-19.8756815, -43.9827431"
140432,5611201.0,27-10-2014,NÃO,"RUA JOSE ANTENOR, 46, HELIOPOLIS, BELO HORIZONTE, MG, BRASIL",TANIA AUGUSTA SANTOS DE PAULA 58265015615,ESTABELECIMENTO SEM NOME,POINT (611545.91 7805439.37),0,"-19.8451722, -43.9360289"
141036,5611201.0,13-11-2014,SIM,"RUA JAVA, 386, NOVA SUISSA, BELO HORIZONTE, MG, BRASIL",BAR E RESTAURANTE BOM SABOR LTDA,BAR E RESTAURANTE BOM SABOR,POINT (607040.78 7795603.10),21,"-19.9330501, -43.9776488"
140449,5611204.0,28-10-2014,NÃO,"RUA HOFFMAN, 468, SANTA HELENA, BELO HORIZONTE, MG, BRASIL",LUCIANO FERREIRA CUNHA 72795140659,ESTABELECIMENTO SEM NOME,POINT (603380.89 7789165.19),0,"-19.9892319, -44.0083099"
140132,5611201.0,17-10-2014,SIM,"RUA TURQUESA, 806, PRADO, BELO HORIZONTE, MG, BRASIL",BISTRO CASA FARID LTDA,LABOUTIK,POINT (608277.73 7796298.74),0,"-19.9277561, -43.9711640"
140739,5611204.0,05-11-2014,NÃO,"RUA SAO MIGUEL, 1425, ITAPOA, BELO HORIZONTE, MG, BRASIL",TIAGO ALVES DOS SANTOS 07470777628,ESTABELECIMENTO SEM NOME,POINT (609431.57 7805520.67),0,"-19.8431885, -43.9565294"
141068,5611205.0,13-11-2014,NÃO,"AVENIDA GILDO MACEDO LACERDA, 20, BRAUNAS, BELO HORIZONTE, MG, BRASIL",RICARDO MATOS DA SILVA 01304975681,ESTABELECIMENTO SEM NOME,POINT (603618.22 7805027.74),0,"-19.8468492, -44.0102276"
141075,5611204.0,14-11-2014,NÃO,"RUA CENTRAL, 575, COPACABANA, BELO HORIZONTE, MG, BRASIL",JOSIAS ALVES FERREIRA 53998189572,ESTABELECIMENTO SEM NOME,POINT (606003.17 7806467.44),0,"-19.8368144, -43.9874318"
140491,5611201.0,28-10-2014,NÃO,"RUA GAMA CERQUEIRA, 735, JARDIM AMERICA, BELO HORIZONTE, MG, BRASIL",FERNANDA RODRIGUES DE SOUZA 06138018656,ESTABELECIMENTO SEM NOME,POINT (607561.00 7794461.87),0,"-19.9429668, -43.9724114"
141266,5611201.0,20-11-2014,SIM,"AVENIDA LUIZ PAULO FRANCO, 466, BELVEDERE, BELO HORIZONTE, MG, BRASIL",BELVEDERE ALIMENTACAO LTDA,PROJETO SABOR,POINT (610700.26 7790977.35),0,"-19.9729790, -43.9373734"
140531,5611204.0,29-10-2014,NÃO,"RUA DAVID RABELO, 440, JARDIM SAO JOSE, BELO HORIZONTE, MG, BRASIL",FABIANA MOREIRA BENTO 05584336696,ESTABELECIMENTO SEM NOME,POINT (605001.65 7798563.77),0,"-19.9040958, -43.9971808"
140532,5611204.0,29-10-2014,NÃO,"RUA OSORIO DUQUE ESTRADA, 123, CAMPO ALEGRE, BELO HORIZONTE, MG, BRASIL",CLESIO DUARTE NOGUEIRA 44745524668,ESTABELECIMENTO SEM NOME,POINT (610377.71 7806675.44),0,"-19.8330270, -43.9459750"
140200,5611204.0,20-10-2014,NÃO,"RUA CADIZ, 217, EUROPA, BELO HORIZONTE, MG, BRASIL",PAULO WILSON DA CRUZ 76766241691,ESTABELECIMENTO SEM NOME,POINT (608222.17 7809918.26),0,"-19.8044577, -43.9673460"
140211,5611204.0,21-10-2014,NÃO,"RUA DOUTOR CAMILO ANTONIO NOGUEIRA, 202, NOSSA SENHORA DA CONCEICAO, BELO HORIZONTE, MG, BRASIL",MARIA DARCI ALVES DE JESUS 04315646636,ESTABELECIMENTO SEM NOME,POINT (613439.49 7795405.98),0,"-19.9358523, -43.9149009"
140795,5611201.0,06-11-2014,SIM,"RODOVIA BR TREZENTOS E CINQUENTA E SEIS, 7515, BELVEDERE, BELO HORIZONTE, MG, BRASIL",RESTAURANTE OUTLET LTDA,RESTAURANTE MELIA,POINT (608995.38 7789075.90),0,
140559,5611201.0,30-10-2014,SIM,"RUA FRANCISCO BICALHO, 1940, CAICARA ADELAIDE, BELO HORIZONTE, MG, BRASIL",SUSHI SAM RESTAURANTE LTDA,SUSHI SAM,POINT (607045.50 7798671.26),0,"-19.9053031, -43.9772171"
140217,5611204.0,21-10-2014,SIM,"RUA MARIA AUXILIADORA, 250, EYMARD, BELO HORIZONTE, MG, BRASIL",BAR DO BUMBA LTDA,BAR DO BUMBA,POINT (613134.05 7803303.77),0,"-19.8636333, -43.9177579"
140231,5611204.0,21-10-2014,NÃO,"RUA INGAI, 699, PADRE EUSTAQUIO, BELO HORIZONTE, MG, BRASIL",LEONIDAS VALADARES VIEGAS LOPES 02710647656,ESTABELECIMENTO SEM NOME,POINT (607893.39 7797355.89),0,"-19.9178372, -43.9685165"
141281,5611201.0,20-11-2014,NÃO,"RUA MARIANO PROCOPIO, 811, JOAO PINHEIRO, BELO HORIZONTE, MG, BRASIL",RESTAURANTE CANTINA DA LUCIA LTDA,CANTINA DA LUCIA,POINT (604718.65 7796279.42),0,"-19.9307350, -43.9994142"
140850,5611201.0,07-11-2014,NÃO,"RUA CORCOVADO, 1173, JARDIM AMERICA, BELO HORIZONTE, MG, BRASIL",FLAVIA MAXIMIANA DE CASTRO,FC LANCHES,POINT (607453.28 7793947.10),0,"-19.9422218, -43.9766166"
140602,5611201.0,31-10-2014,NÃO,"RUA SEIS, 60, CARDOSO, BELO HORIZONTE, MG, BRASIL",SIDEA RAMONA ANSELMO 10190088656,ESTABELECIMENTO SEM NOME,POINT (604117.45 7787519.34),0,"-20.0071800, -44.0078569"
140608,5611201.0,31-10-2014,NÃO,"RUA NILZA MARIA CARVALHO, 230, MANTIQUEIRA, BELO HORIZONTE, MG, BRASIL",LUCILENE GONCALVES DOS SANTOS 35951074894,ESTABELECIMENTO SEM NOME,POINT (605805.63 7810893.55),0,"-19.7952348, -43.9899464"
140869,5611204.0,07-11-2014,NÃO,"RUA BARRA LONGA, 34, SALGADO FILHO, BELO HORIZONTE, MG, BRASIL",HUDSON TULIO DUARTE DA SILVA 02707107603,ESTABELECIMENTO SEM NOME,POINT (606294.00 7794080.20),0,"-19.9465584, -43.9832217"
